Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),Pressure (Pa)
1.039999,S,1.039999,0.2230869,0,0.5021153,0,601.2204,66.16281,6.190208,0,71.02344,79.27036,1.374486,257.163546271133,257.163546270311,0.000650034014726682,258.86156655217,258.861566551516,0.000581955429589638,89.99987,89.99987,132.1396,0.0002800046,100865.94
1.049999,S,1.049999,0.2253273,0,0.5021395,0,601.8536,66.12514,6.314854,0,71.01087,79.27036,1.37658,257.575545505961,257.575545505136,0.000651768853171723,261.437321949657,261.437321948995,0.000588473117975674,89.99987,89.99987,134.754,0.0002858567,100856.88
1.059999,S,1.059999,0.2275713,0,0.502164,0,602.4871,66.08743,6.44094,0,70.99831,79.27036,1.378674,257.987485136143,257.987485135315,0.000653499038035436,264.017196743354,264.017196742684,0.00059500810820996,89.99987,89.99987,137.3942,0.0002917741,100847.72
1.069999,S,1.069999,0.229819,0,0.5021889,0,603.1205,66.04967,6.568472,0,70.98575,79.27036,1.380768,258.399424766326,258.399424765495,0.000655224410156244,266.601190933261,266.601190932582,0.000601560352165068,89.99987,89.99987,140.0602,0.000297757,100838.48
1.079999,S,1.079999,0.2320703,0,0.502214,0,603.7541,66.01188,6.697454,0,70.97318,79.27036,1.382862,258.811388238366,258.811388237532,0.000656945325752914,269.189304757796,269.189304757109,0.000608129805275758,89.99987,89.99987,142.7521,0.0003038054,100829.15
1.089999,S,1.089999,0.2343253,0,0.5022395,0,604.3878,65.97404,6.827894,0,70.96062,79.27036,1.384956,259.223359657693,259.223359656856,0.000658662065252986,271.781538296432,271.781538295737,0.000614716425781065,89.99987,89.99987,145.4699,0.0003099196,100819.73
1.099999,S,1.099999,0.2365839,0,0.5022653,0,605.0217,65.93617,6.959801,0,70.94806,79.27036,1.38705,259.635287366946,259.635287366106,0.00066037421180471,274.377891112068,274.377891111365,0.000621320167751507,89.99987,89.99987,148.2137,0.0003160998,100810.22
1.109999,S,1.109999,0.2388461,0,0.5022914,0,605.6556,65.89825,7.093176,0,70.93549,79.27036,1.389143,260.047262759916,260.047262759073,0.000662081932148787,276.978363681543,276.978363680831,0.000627940986925008,89.99987,89.99987,150.9835,0.0003223461,100800.62
1.119999,S,1.119999,0.241112,0,0.5023179,0,606.2897,65.8603,7.228024,0,70.92294,79.27036,1.391237,260.45917854824,260.459178547394,0.000663785635557842,279.582955408808,279.582955408088,0.000634578843132219,89.99987,89.99987,153.7793,0.0003286587,100790.93
1.129999,S,1.129999,0.2433816,0,0.5023448,0,606.924,65.8223,7.364355,0,70.91037,79.27036,1.393331,260.871074468348,260.871074467499,0.000665485132553806,282.191666095183,282.191666094454,0.00064123369430901,89.99987,89.99987,156.6012,0.0003350378,100781.15
1.139999,S,1.139999,0.2456548,0,0.5023719,0,607.5583,65.78427,7.502173,0,70.8978,79.27036,1.395425,261.282966414814,261.282966413962,0.0006671803625037,284.804495700929,284.804495700192,0.00064790549778492,89.99987,89.99987,159.4492,0.0003414835,100771.28
1.149999,S,1.149999,0.2479316,0,0.5023994,0,607.763,65.74619,7.641485,0,70.88525,79.27036,1.397519,261.48457316981,261.484573168956,0.0006683931661365,287.41934137418,287.419341373435,0.000654589429296888,89.99987,89.99987,162.3234,0.0003479959,100761.32
1.159999,S,1.159999,0.2502103,0,0.5024336,0,607.8604,65.70808,7.782276,0,70.87268,79.27036,1.399613,261.633366234713,261.633366233856,0.000669480451918527,290.035674978048,290.035674977294,0.000661284233666433,89.99987,89.99987,165.2238,0.0003545753,100751.27
1.169999,S,1.169999,0.2524903,0,0.5025299,0,607.9579,65.66998,7.925402,0,70.86012,79.27036,1.401706,261.78116986249,261.781169861631,0.000670560431426287,292.65348661816,292.653486617398,0.000667989837830814,89.99986,89.99986,168.1503,0.0003612217,100741.13
1.179999,S,1.179999,0.2547717,0,0.5026265,0,608.0557,65.63186,8.06993,0,70.84756,79.27036,1.4038,261.928580099602,261.928580098741,0.000671634484060107,295.272772360611,295.27277235984,0.000674706182521293,89.99986,89.99986,171.1031,0.0003679351,100730.9
1.189999,S,1.189999,0.2570544,0,0.5027235,0,608.1534,65.59373,8.215863,0,70.83499,79.27036,1.405894,262.075585025121,262.075585024258,0.000672702321813327,297.893528152283,297.893528151504,0.000681433205589066,89.99986,89.99986,174.082,0.0003747158,100720.59
1.199999,S,1.199999,0.2593385,0,0.5028208,0,608.2513,65.5556,8.363198,0,70.82243,79.27036,1.407988,262.222164770832,262.222164769966,0.000673764399433306,300.51574974138,300.515749740592,0.000688170849432801,89.99986,89.99986,177.0871,0.0003815638,100710.18
1.209999,S,1.209999,0.2616239,0,0.5029185,0,608.3494,65.51747,8.511937,0,70.80986,79.27036,1.410082,262.368271653016,262.368271652148,0.000674820572916715,303.139432399266,303.13943239847,0.000694919055011134,89.99986,89.99986,180.1185,0.0003884793,100699.68
1.219999,S,1.219999,0.2639107,0,0.5030167,0,608.4476,65.47933,8.662087,0,70.7973,79.27036,1.412176,262.51387388253,262.51387388166,0.000675870940792148,305.764571079415,305.76457107861,0.000701677764267986,89.99986,89.99986,183.1762,0.0003954623,100689.09
1.229999,S,1.229999,0.2661988,0,0.5031152,0,608.5458,65.44118,8.813646,0,70.78474,79.27036,1.41427,262.65907080045,262.659070799578,0.000676915639483813,308.391161728711,308.391161727897,0.000708446920511522,89.99986,89.99986,186.2601,0.0004025129,100678.41
1.239999,S,1.239999,0.2684882,0,0.5032141,0,608.6442,65.40303,8.966622,0,70.77217,79.27036,1.416363,262.803945853282,262.803945852408,0.000677954767520304,311.019201128502,311.01920112768,0.00071522646803519,89.99986,89.99986,189.3703,0.0004096313,100667.64
1.249999,S,1.249999,0.270779,0,0.5033132,0,608.7427,65.36488,9.12101,0,70.75961,79.27036,1.418457,262.948280490656,262.948280489779,0.000678988264268642,313.648683874635,313.648683873804,0.000722016350526111,89.99986,89.99986,192.5068,0.0004168175,100656.79
1.259999,S,1.259999,0.2730711,0,0.5034129,0,608.8414,65.32671,9.276814,0,70.74705,79.27036,1.420551,263.092182000934,263.092182000055,0.000680016213099175,316.279605635839,316.279605634999,0.000728816512505107,89.99986,89.99986,195.6696,0.0004240716,100645.84
1.269999,S,1.269999,0.2753645,0,0.5035129,0,608.9401,65.28854,9.434041,0,70.73448,79.27036,1.422645,263.235646410474,263.235646409593,0.00068103872011962,318.911962041105,318.911962040257,0.000735626899554079,89.99986,89.99986,198.8587,0.0004313938,100634.8
1.279999,S,1.279999,0.2776592,0,0.5036133,0,609.0389,65.25037,9.592693,0,70.72192,79.27036,1.424739,263.378578351842,263.378578350959,0.00068205581564647,321.545747765754,321.545747764897,0.000742447457558092,89.99986,89.99986,202.0741,0.0004387842,100623.67
1.289999,S,1.289999,0.2799552,0,0.5037141,0,609.1379,65.2122,9.752769,0,70.70936,79.27036,1.426833,263.521168559906,263.521168559021,0.000683067628524808,324.180959392452,324.180959391586,0.000749278133690663,89.99986,89.99986,205.3159,0.0004462428,100612.45
1.299999,S,1.299999,0.2822526,0,0.5038153,0,609.2369,65.17401,9.914269,0,70.69679,79.27036,1.428927,263.663182589724,263.663182588837,0.000684074052646917,326.817591159416,326.817591158541,0.00075611887406423,89.99986,89.99986,208.5841,0.0004537698,100601.14
1.309999,S,1.309999,0.2845512,0,0.5039169,0,609.3362,65.13583,10.0772,0,70.68423,79.27036,1.43102,263.804783360664,263.804783359774,0.000685075201699639,329.455638934057,329.455638933174,0.0007629696259281,89.99986,89.99986,211.8787,0.0004613652,100589.74
1.319999,S,1.319999,0.2868512,0,0.5040188,0,609.4356,65.09763,10.24156,0,70.67167,79.27036,1.433114,263.946038424655,263.946038423763,0.000686071575905069,332.095099259307,332.095099258415,0.000769830341533802,89.99986,89.99986,215.1996,0.0004690292,100578.25
1.329999,S,1.329999,0.2891525,0,0.5041212,0,609.535,65.05943,10.40735,0,70.6591,79.27036,1.435208,264.08676896776,264.086768966866,0.000687062576512517,334.735966889957,334.735966889056,0.000776700967145357,89.99986,89.99986,218.547,0.0004767619,100566.67
1.339999,S,1.339999,0.2914551,0,0.5042239,0,609.6346,65.02122,10.57458,0,70.64655,79.27036,1.437302,264.22701472641,264.227014725514,0.000688048627952851,337.378236978162,337.378236977252,0.000783581453271095,89.99986,89.99986,221.9208,0.0004845633,100555
1.349999,S,1.349999,0.293759,0,0.5043271,0,609.7343,64.98302,10.74326,0,70.63398,79.27036,1.439396,264.366779674248,264.36677967335,0.000689029548327129,340.021904715814,340.021904714895,0.000790471748600356,89.99986,89.99986,225.321,0.0004924336,100543.24
1.359999,S,1.359999,0.2960642,0,0.5044307,0,609.8342,64.9448,10.91337,0,70.62141,79.27036,1.44149,264.506091626776,264.506091625876,0.000690005549850784,342.66696557296,342.666965572032,0.000797371803944636,89.99986,89.99986,228.7477,0.0005003728,100531.39
1.369999,S,1.369999,0.2983706,0,0.5045347,0,609.9341,64.90658,11.08492,0,70.60886,79.27036,1.443583,264.644954557637,264.644954556735,0.000690976768948026,345.313415059384,345.313415058447,0.000804281571479671,89.99986,89.99986,232.2008,0.0005083811,100519.45
1.379999,S,1.379999,0.3006784,0,0.5046391,0,610.0342,64.86835,11.25792,0,70.59629,79.27036,1.445677,264.783372440473,264.783372439569,0.000691943099511136,347.961248724605,347.961248723659,0.000811201002320121,89.99986,89.99986,235.6804,0.0005164585,100507.42
1.389999,S,1.389999,0.3029874,0,0.5047439,0,610.1343,64.83012,11.43236,0,70.58372,79.27036,1.447771,264.921277723353,264.921277722447,0.00069290460975222,350.610461442624,350.610461441669,0.000818130048262767,89.99986,89.99986,239.1865,0.0005246051,100495.29
1.399999,S,1.399999,0.3052977,0,0.5048491,0,610.2347,64.79188,11.60825,0,70.57117,79.27036,1.449865,265.058793589211,265.058793588303,0.000693861360304257,353.26104931927,353.261049318307,0.000825068661710719,89.99986,89.99986,242.7191,0.0005328211,100483.08
1.409999,S,1.409999,0.3076093,0,0.5049548,0,610.3351,64.75363,11.7856,0,70.5586,79.27036,1.451959,265.195773013255,265.195773012345,0.000694813419379353,355.913006990128,355.913006989155,0.00083201679574921,89.99986,89.99986,246.2783,0.0005411066,100470.78
1.419999,S,1.419999,0.3099222,0,0.5050609,0,610.4357,64.71538,11.9644,0,70.54604,79.27036,1.454053,265.332267652843,265.332267651931,0.000695760802135753,358.56632960735,358.566329606368,0.000838974403615053,89.99986,89.99986,249.8639,0.0005494615,100458.38
1.429999,S,1.429999,0.3122363,0,0.5051673,0,610.5363,64.67712,12.14465,0,70.53348,79.27036,1.456147,265.468261613405,265.468261612491,0.000696703447940476,361.221012164147,361.221012163156,0.000845941437938732,89.99986,89.99986,253.4761,0.0005578861,100445.9
1.439999,S,1.439999,0.3145517,0,0.5052742,0,610.6371,64.63886,12.32637,0,70.52091,79.27036,1.458241,265.603854236015,265.603854235099,0.000697641569008956,363.87705064714,363.87705064614,0.000852917853472886,89.99986,89.99986,257.1149,0.0005663804,100433.32
1.449999,S,1.449999,0.3168684,0,0.5053816,0,610.738,64.6006,12.50954,0,70.50835,79.27036,1.460334,265.73888260131,265.738882600392,0.000698575089549966,366.534439413756,366.534439412747,0.000859903604212242,89.99986,89.99986,260.7802,0.0005749445,100420.66
1.459999,S,1.459999,0.3191863,0,0.5054893,0,610.8391,64.56233,12.69417,0,70.49579,79.27036,1.462428,265.873457971294,265.873457970374,0.000699504024721752,369.193173934041,369.193173933023,0.000866898644303108,89.99986,89.99986,264.4722,0.0005835785,100407.9
1.469999,S,1.469999,0.3215055,0,0.5055975,0,610.9402,64.52406,12.88027,0,70.48322,79.27036,1.464522,266.007576372324,266.007576371402,0.000700428708005713,371.853249638307,371.85324963728,0.000873902931226607,89.99986,89.99986,268.1907,0.0005922825,100395.06
1.479999,S,1.479999,0.3238259,0,0.5057062,0,611.0414,64.48577,13.06784,0,70.47066,79.27036,1.466616,266.141170252469,266.141170251545,0.00070134880592045,374.514661281344,374.514661280308,0.000880916419129048,89.99986,89.99986,271.9359,0.0006010566,100382.12
1.489999,S,1.489999,0.3261476,0,0.5058153,0,611.1429,64.44749,13.25687,0,70.4581,79.27036,1.46871,266.274259479943,266.274259479017,0.000702264598893503,377.177403816626,377.177403815581,0.000887939064961015,89.99986,89.99986,275.7076,0.0006099009,100369.09
1.499999,S,1.499999,0.3284705,0,0.5059249,0,611.2444,64.40919,13.44738,0,70.44553,79.27036,1.470804,266.406867896605,266.406867895677,0.000703175829234699,379.841472436045,379.841472434991,0.00089497082309619,89.99986,89.99986,279.506,0.0006188155,100355.97
1.509999,S,1.509999,0.3307947,0,0.5060349,0,611.3461,64.3709,13.63936,0,70.43297,79.27036,1.472898,266.538971660597,266.538971659667,0.000704083004745259,382.506862093076,382.506862092012,0.000902011652986268,89.99986,89.99986,283.3311,0.0006278004,100342.76
1.519999,S,1.519999,0.3331201,0,0.5061453,0,611.4478,64.3326,13.83282,0,70.42041,79.27036,1.474991,266.67055885099,266.670558850058,0.000704985594886596,385.17356762198,385.173567620907,0.000909061508777557,89.99986,89.99986,287.1828,0.0006368558,100329.47
1.529999,S,1.529999,0.3354467,0,0.5062562,0,611.5497,64.29429,14.02775,0,70.40784,79.27036,1.477085,266.801760598004,266.80176059707,0.000705884107459928,387.841585168325,387.841585167243,0.000916120349694379,89.99986,89.99986,291.0612,0.0006459817,100316.07
1.539999,S,1.539999,0.3377746,0,0.5063676,0,611.6517,64.25597,14.22416,0,70.39528,79.27036,1.479179,266.932366298557,266.932366297621,0.000706778413620171,390.510908771646,390.510908770555,0.000923188133672603,89.99986,89.99986,294.9664,0.0006551782,100302.59
1.549999,S,1.549999,0.3401037,0,0.5064793,0,611.7538,64.21765,14.42205,0,70.38272,79.27036,1.481273,267.062534898372,267.062534897434,0.000707668369363993,393.181534060936,393.181534059836,0.000930264817208067,89.99986,89.99986,298.8982,0.0006644455,100289.02
1.559999,S,1.559999,0.342434,0,0.5065916,0,611.8561,64.17932,14.62143,0,70.37016,79.27036,1.483367,267.192266397449,267.192266396509,0.000708554444597,395.853456665189,395.853456664079,0.000937350361495663,89.99986,89.99986,302.8567,0.0006737835,100275.36
1.569999,S,1.569999,0.3447656,0,0.5067043,0,611.9584,64.14099,14.82229,0,70.35759,79.27036,1.485461,267.321370060919,267.321370059978,0.000709436184571832,398.526670306047,398.526670304928,0.00094444472318281,89.99986,89.99986,306.842,0.0006831925,100261.61
1.579999,S,1.579999,0.3470983,0,0.5068176,0,612.061,64.10265,15.02464,0,70.34503,79.27036,1.487554,267.44996907172,267.449969070777,0.00071031384697866,401.201169936984,401.201169935856,0.000951547861493829,89.99986,89.99986,310.854,0.0006926725,100247.76
1.589999,S,1.589999,0.3494323,0,0.5069312,0,612.1635,64.06432,15.22849,0,70.33247,79.27036,1.489648,267.578055482564,267.578055481619,0.000711187287814154,403.876950432002,403.876950430864,0.000958659734213008,89.99986,89.99986,314.8928,0.0007022236,100233.83
1.599999,S,1.599999,0.3517675,0,0.5070454,0,612.2662,64.02597,15.43382,0,70.3199,79.27036,1.491742,267.705657108953,267.705657108006,0.000712056779926728,406.554006943254,406.554006942107,0.000965780301853118,89.99986,89.99986,318.9583,0.0007118458,100219.8
1.609999,S,1.609999,0.3541039,0,0.5071601,0,612.3691,63.98762,15.64065,0,70.30734,79.27036,1.493836,267.832758056315,267.832758055366,0.00071292233847463,409.232334463952,409.232334462795,0.000972909525078514,89.99986,89.99986,323.0506,0.0007215392,100205.69
1.619999,S,1.619999,0.3564414,0,0.5072752,0,612.472,63.94926,15.84897,0,70.29478,79.27036,1.49593,267.959274878145,267.959274877194,0.00071378371334681,411.911927152839,411.911927151673,0.000980047362052439,89.99986,89.99986,327.1697,0.000731304,100191.48
1.629999,S,1.629999,0.3587802,0,0.5073908,0,612.5751,63.9109,16.0588,0,70.28221,79.27036,1.498024,268.08535857288,268.085358571927,0.000714641268341157,414.592780678646,414.592780677471,0.000987193774576116,89.99986,89.99986,331.3157,0.0007411402,100177.18
1.639999,S,1.639999,0.3611202,0,0.5075069,0,612.6783,63.87253,16.27012,0,70.26965,79.27036,1.500118,268.210901852156,268.210901851202,0.000715494904929076,417.274889637218,417.274889636033,0.000994348723465481,89.99986,89.99986,335.4884,0.0007510479,100162.79
1.649999,S,1.649999,0.3634614,0,0.5076236,0,612.7817,63.83415,16.48295,0,70.25709,79.27036,1.502211,268.335956373335,268.335956372379,0.000716344577635832,419.958249140973,419.958249139779,0.00100151216908172,89.99986,89.99986,339.688,0.0007610272,100148.31
1.659999,S,1.659999,0.3658037,0,0.5077406,0,612.8851,63.79577,16.69727,0,70.24452,79.27036,1.504305,268.460398953481,268.460398952523,0.000717190301619668,422.642853070503,422.642853069299,0.00100868407193761,89.99986,89.99986,343.9145,0.0007710782,100133.74
1.669999,S,1.669999,0.3681472,0,0.5078583,0,612.9887,63.75739,16.91311,0,70.23196,79.27036,1.506399,268.584396485602,268.584396484642,0.000718032182988305,425.328696975325,425.328696974112,0.001015864393607,89.99986,89.99986,348.1678,0.0007812009,100119.08
1.679999,S,1.679999,0.3704919,0,0.5079764,0,613.0924,63.71899,17.13046,0,70.2194,79.27036,1.508493,268.707853602265,268.707853601303,0.000718870297532967,428.015775451287,428.015775450064,0.00102305309642165,89.99986,89.99986,352.4479,0.0007913955,100104.33
1.689999,S,1.689999,0.3728378,0,0.508095,0,613.1962,63.6806,17.34932,0,70.20683,79.27036,1.510587,268.830786198042,268.830786197079,0.000719704531566815,430.704083253178,430.704083251946,0.00103025014157645,89.99986,89.99986,356.7549,0.000801662,100089.49
1.699999,S,1.699999,0.3751848,0,0.5082141,0,613.3002,63.64219,17.56969,0,70.19427,79.27036,1.512681,268.953170431075,268.95317043011,0.000720534938143707,433.393614897373,433.393614896131,0.00103745549079683,89.99986,89.99986,361.0889,0.0008120006,100074.55
1.709999,S,1.709999,0.377533,0,0.5083338,0,613.4043,63.60379,17.79158,0,70.18171,79.27036,1.514775,269.075093721512,269.075093720545,0.000721361767374692,436.084365774445,436.084365773194,0.00104466910830934,89.99986,89.99986,365.4497,0.0008224112,100059.53
1.719999,S,1.719999,0.3798824,0,0.508454,0,613.5084,63.56537,18.01498,0,70.16914,79.27036,1.516868,269.196397123629,269.19639712266,0.000722184473562937,438.776329685511,438.77632968425,0.00105189095288355,89.99986,89.99986,369.8375,0.000832894,100044.41
1.729999,S,1.729999,0.382233,0,0.5085747,0,613.6128,63.52695,18.2399,0,70.15658,79.27036,1.518962,269.317187925789,269.317187924819,0.000723003769145975,441.469501504571,441.469501503301,0.00105912099041341,89.99986,89.99986,374.2522,0.0008434491,100029.2
1.739999,S,1.739999,0.3845847,0,0.5086959,0,613.7172,63.48853,18.46635,0,70.14402,79.27036,1.521056,269.437470101636,269.437470100664,0.000723819244851179,444.163876145364,444.163876144084,0.00106635918270014,89.99986,89.99986,378.6938,0.0008540765,100013.91
1.749999,S,1.749999,0.3869375,0,0.5088177,0,613.8217,63.4501,18.69432,0,70.13145,79.27036,1.52315,269.557160204665,269.557160203691,0.000724630991628023,446.85944768716,446.85944768587,0.00107360549245445,89.99986,89.99986,383.1624,0.0008647763,99998.52
1.759999,S,1.759999,0.3892915,0,0.50894,0,613.9264,63.41167,18.92381,0,70.11889,79.27036,1.525244,269.67635360231,269.676353601334,0.000725439108005101,449.556211162905,449.556211161606,0.00108085988337235,89.99986,89.99986,387.658,0.0008755486,99983.04
